Cuanexo,Nombre,id_departamento
062150000,JARDÍN DE INFANTES RURAL Nº5,06007
062150100,JARDÍN DE INFANTES Nº910,06175
062150200,JARDÍN DE INFANTES RURAL Nº2,06277
062150300,"JARDÍN DE INFANTES RURAL Nº2, DOÑA PAULA ALBARRACIN",06070
062150400,JARDÍN DE INFANTES RURAL Nº7,06196
062150600,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº 7,06154
062150700,JARDÍN DE INFANTES RURAL Nº1,06497
062150800,JARDÍN DE INFANTES RURAL Nº1,06175
062151000,JARDÍN DE INFANTES RURAL Nº3,06322
062151100,JARDÍN DE INFANTES RURAL Nº4,06315
062151200,JARDÍN DE INFANTES RURAL Nº2,06315
062151400,JARDÍN DE INFANTES RURAL Nº5,06819
062151600,JARDÍN DE INFANTES RURAL Nº1,06623
062151700,JARDÍN DE INFANTES RURAL Nº2,06847
062151800,JARDÍN DE INFANTES RURAL Nº6,06574
062152000,JARDÍN DE INFANTES RURAL Nº1,06875
062152100,JARDÍN DE INFANTES RURAL Nº2,06476
062152200,JARDÍN DE INFANTES RURAL Nº2,06581
062152300,JARDÍN DE INFANTES RURAL Nº6,06602
062152400,JARDÍN DE INFANTES RURAL Nº5,06602
062152500,JARDÍN DE INFANTES RURAL Nº3,06063
062152600,JARDÍN DE INFANTES RURAL Nº4,06413
062152700,JARDÍN DE INFANTES RURAL Nº4,06399
062152800,JARDÍN DE INFANTES RURAL Nº3,06399
062152900,JARDÍN DE INFANTES RURAL Nº7,06602
062153000,JARDÍN DE INFANTES RURAL Nº2,06714
062153100,JARDÍN DE INFANTES RURAL Nº5,06714
062153200,JARDÍN DE INFANTES RURAL Nº5,06154
062153300,JARDÍN DE INFANTES RURAL Nº2,06602
062153400,JARDÍN DE INFANTES RURAL Nº1 CORONEL BOGADO,06665
062153500,JARDÍN DE INFANTES RURAL Nº2,06749
062153600,JARDÍN DE INFANTES RURAL Nº6,06679
062153700,JARDÍN DE INFANTES RURAL Nº5,06791
062153800,JARDÍN DE INFANTES RURAL Nº1,06553
062153900,JARDÍN DE INFANTES RURAL Nº6,06196
062154100,JARDÍN DE INFANTES RURAL Nº6,06154
062154200,JARDÍN DE INFANTES RURAL Nº6,06791
062154300,JARDÍN DE INFANTES RURAL Nº2,06875
062154500,JARDÍN DE INFANTES RURAL DE MATRÍCULA MÍNIMA Nº4,06784
062154600,JARDÍN DE INFANTES RURAL Nº5,06784
062154700,JARDÍN DE INFANTES RURAL Nº1,06505
062154800,JARDÍN DE INFANTES Nº915,06098
062154900,JARDÍN DE INFANTES Nº915,06134
062155000,JARDÍN DE INFANTES RURAL Nº1,06252
062155100,JARDÍN DE INFANTES RURAL Nº2,06770
062155200,JARDÍN DE INF. RURAL Nº3 MARÍA MAGDALENA GÜEMES DE TEJADA,06882
062155300,JARDÍN DE INFANTES RURAL Nº5,06070
062155400,JARDÍN DE INFANTES RURAL Nº2,06686
062155500,JARDÍN DE INFANTES RURAL Nº4,06714
062155700,JARDÍN DE INFANTES RURAL Nº4,06469
062155800,JARDÍN DE INFANTES RURAL Nº5,06469
062156100,JARDÍN DE INFANTES RURAL Nº5,06161
062156200,JARDÍN DE INFANTES Nº920,06224
062156400,JARDÍN DE INFANTES RURAL Nº9,06224
062156600,JARDÍN DE INFANTES RURAL Nº10,06392
062156700,JARDÍN DE INFANTES RURAL Nº11,06826
062156800,JARDÍN DE INFANTES RURAL Nº10,06826
062157000,JARDÍN DE INFANTES RURAL Nº6 ARTURO YEOMANS,06588
062157200,JARDÍN DE INFANTES RURAL Nº9,06588
062157300,JARDÍN DE INFANTES RURAL Nº10,06588
062157400,JARDÍN DE INFANTES RURAL Nº11,06588
062157500,JARDÍN DE INFANTES RURAL Nº5,06147
062157600,JARDÍN DE INFANTES RURAL Nº8,06231
062157800,JARDÍN DE INFANTES RURAL Nº7,06693
062157900,JARDÍN DE INFANTES RURAL Nº5,06693
062158000,JARDÍN DE INFANTES RURAL Nº6,06693
062158100,JARDÍN DE INFANTES RURAL Nº2,06595
062158200,JARDÍN DE INFANTES RURAL Nº3,06595
062158300,JARDÍN DE INFANTES RURAL Nº5,06322
062158400,JARDÍN DE INFANTES RURAL Nº2,06448
062158600,JARDÍN DE INFANTES RURAL Nº2,06049
062158800,JARDÍN DE INFANTES RURAL Nº4,06049
062158900,JARDÍN DE INFANTES RURAL Nº7,06105
062159000,JARDÍN DE INFANTES RURAL Nº4,06595
062159100,JARDÍN DE INFANTES RURAL Nº3,06672
062159200,JARDÍN DE INFANTES RURAL Nº5,06189
062159300,JARDÍN DE INFANTES RURAL Nº6,06189
062159500,JARDÍN DE INFANTES RURAL Nº11 PAULA A. DE SARMIENTO,06203
062159600,JARDÍN DE INFANTES RURAL Nº4 PROVINCIA DE SANTA CRUZ,06581
062159700,JARDÍN DE INFANTES RURAL Nº9,06210
062159800,JARDÍN DE INFANTES RURAL Nº4,06329
062159900,JARDÍN DE INFANTES RURAL Nº2 CONSTANCIO C. VIGIL,06455
062160100,JARDÍN DE INFANTES RURAL Nº1,06476
062160200,JARDÍN DE INFANTES RURAL Nº5,06595
062160300,JARDÍN DE INFANTES RURAL Nº5,06672
062160400,JARDÍN DE INFANTES RURAL Nº2,06525
062160500,JARDÍN DE INFANTES RURAL Nº3,06875
062160600,JARDÍN DE INFANTES RURAL Nº3,06770
062160700,JARDÍN DE INFANTES RURAL Nº2,06655
062160800,JARDÍN DE INFANTES RURAL Nº10,06224
062160900,JARDÍN DE INFANTES RURAL Nº1,06266
062161000,JARDÍN DE INFANTES RURAL Nº2,06385
062161100,JARDÍN DE INFANTES RURAL Nº3,06623
062161200,JARDÍN DE INFANTES RURAL Nº4,06623
062161300,JARDÍN DE INFANTES RURAL Nº10,06105
062161400,JARDÍN DE INFANTES RURAL Nº2,06406
062161500,JARDÍN DE INFANTES RURAL Nº4,06063
062161600,JARDÍN DE INFANTES RURAL Nº11,06707
062161700,JARDÍN DE INFANTES RURAL Nº2,06532
062161800,JARDÍN DE INFANTES RURAL Nº8,06413
062161900,JARDÍN DE INFANTES RURAL Nº1,06630
062162000,JARDÍN DE INFANTES RURAL Nº3,06343
062162100,JARDÍN DE INFANTES RURAL Nº1,06770
062162200,JARDÍN DE INFANTES RURAL Nº8,06595
062162300,JARDÍN DE INFANTES RURAL Nº5,06049
062162400,JARDÍN DE INFANTES RURAL Nº1,06119
062162600,JARDÍN DE INFANTES RURAL Nº3,06266
062162700,JARDÍN DE INFANTES RURAL Nº12,06826
062162800,JARDÍN DE INFANTES RURAL Nº14,06854
062162900,JARDÍN DE INFANTES RURAL Nº3,06714
062163000,JARDÍN DE INFANTES RURAL Nº4,06505
062163100,JARDÍN DE INFANTES RURAL Nº14,06483
062163200,JARDÍN DE INFANTES RURAL Nº6,06070
062163300,JARDÍN DE INFANTES RURAL Nº3,06385
062163400,JARDÍN DE INFANTES RURAL Nº6,06784
062163500,JARDÍN DE INFANTES RURAL Nº5,06063
062163600,JARDÍN DE INFANTES RURAL Nº12,06105
062163700,JARDÍN DE INFANTES Nº909,06505
062163800,JARDÍN DE INFANTES Nº912,06505
062163900,JARDÍN DE INFANTES RURAL Nº11,06105
062164000,JARDÍN DE INFANTES RURAL Nº2,06763
062164100,JARDÍN DE INFANTES RURAL Nº7,06595
062164200,JARDÍN DE INFANTES RURAL Nº7,06672
062164300,JARDÍN DE INFANTES RURAL Nº3,06651
062164400,JARDÍN DE INFANTES RURAL Nº4,06448
062164500,JARDÍN DE INFANTES RURAL Nº2,06798
062164600,JARDÍN DE INFANTES RURAL Nº10,06707
062164700,JARDÍN DE INFANTES RURAL Nº8,06693
062164800,JARDÍN DE INFANTES RURAL Nº7,06588
062164900,JARDÍN DE INFANTES RURAL Nº9,06231
062165000,JARDÍN DE INFANTES RURAL Nº4,06875
062165100,JARDÍN DE INFANTES RURAL Nº9,06595
062165200,JARDÍN DE INFANTES RURAL Nº7,06469
062165300,JARDÍN DE INFANTES RURAL Nº9,06672
062165400,JARDÍN DE INFANTES RURAL Nº8,06469
062165500,JARDÍN DE INFANTES RURAL Nº6,06469
062165600,JARDÍN DE INFANTES RURAL Nº7,06574
062165700,JARDÍN DE INFANTES RURAL Nº1,06280
062165800,JARDÍN DE INFANTES RURAL Nº14,06203
062165900,JARDÍN DE INFANTES RURAL Nº1,06547
062166000,JARDÍN DE INFANTES RURAL Nº7,06063
062166100,JARDÍN DE INFANTES RURAL Nº2,06547
062166200,JARDÍN DE INFANTES RURAL Nº5,06343
062166500,JARDÍN DE INFANTES RURAL Nº4,06070
062166600,JARDÍN DE INFANTES RURAL Nº6,06315
062166700,JARDÍN DE INFANTES RURAL Nº13,06826
062166800,JARDÍN DE INFANTES RURAL Nº8,06875
062166900,JARDÍN DE INFANTES RURAL Nº4,06112
062167000,JARDÍN DE INFANTES RURAL Nº5,06476
062167100,JARDÍN DE INFANTES RURAL Nº2,06630
062167200,JARDÍN DE INFANTES RURAL Nº8,06791
062167300,JARDÍN DE INFANTES Nº910,06505
062167400,JARDÍN DE INFANTES RURAL Nº14,06826
062167500,JARDÍN DE INFANTES RURAL Nº1,06315
062167600,JARDÍN DE INFANTES RURAL Nº6,06505
062167700,JARDÍN DE INFANTES RURAL Nº6,06063
062167800,JARDÍN DE INFANTES RURAL Nº6,06399
062167900,JARDÍN DE INFANTES RURAL Nº7,06399
062168000,JARDÍN DE INFANTES RURAL Nº4,06455
062168100,JARDÍN DE INFANTES RURAL Nº13,06105
062168200,JARDÍN DE INFANTES RURAL Nº6,06833
062168300,JARDÍN DE INFANTES RURAL Nº7,06448
062168400,JARDÍN DE INFANTES RURAL Nº7,06679
062168500,JARDÍN DE INFANTES RURAL Nº8,06287
062168600,JARDÍN DE INFANTES RURAL Nº5,06399
062168700,JARDÍN DE INFANTES RURAL Nº8,06574
062168800,JARDÍN DE INFANTES RURAL Nº5,06329
062168900,JARDÍN DE INFANTES RURAL Nº5,06700
062169000,JARDÍN DE INFANTES RURAL Nº14,06105
062169100,JARDÍN DE INFANTES RURAL Nº12,06707
062169200,JARDÍN DE INFANTES RURAL Nº8,06602
062169400,JARDÍN DE INFANTES RURAL Nº7,06392
062169500,JARDÍN DE INFANTES RURAL Nº9,06287
062169600,JARDÍN DE INFANTES RURAL Nº1,06511
062169700,JARDÍN DE INFANTES RURAL Nº5,06266
062169800,JARDÍN DE INFANTES RURAL Nº16,06105
062169900,JARDÍN DE INFANTES RURAL Nº7,06315
062170100,JARDÍN DE INFANTES RURAL Nº4,06266
062170200,JARDÍN DE INFANTES RURAL Nº11,06791
062170300,JARDÍN DE INFANTES RURAL Nº16,06826
062170400,JARDÍN DE INFANTES RURAL Nº3,06119
062170500,JARDÍN DE INFANTES RURAL Nº5,06448
062170600,JARDÍN DE INFANTES RURAL Nº6,06707
062170700,JARDÍN DE INFANTES RURAL Nº6,06714
062170800,JARDÍN DE INFANTES RURAL Nº10,06791
062171000,JARDÍN DE INFANTES RURAL Nº5,06077
062172400,JARDÍN DE INFANTES Nº946,06357
062172500,ESCUELA DE EDUCACION PRIMARIA Nº78,06357
062172600,INSTITUTO EVANGELICO AMERICANO,06840
062172700,ESCUELA DE EDUCACIÓN PRIMARIA Nº81,06560
062172800,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6,06091
062173000,JARDÍN DE INFANTES Nº932,06638
062173500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 RENE FAVALORO,06351
062173600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,06035
062173800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 LÉONIE DUQUET,06336
062173900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 DRA. JULIETA LANTERI,06091
062174000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 PRINCIPE DI PIEMONTE,06277
062174100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06134
062174200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,06630
062174300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06679
062174400,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,06154
062174500,INSTITUTO EDUCATIVO BELEN,06252
062174600,JARDÍN DE INFANTES RURAL Nº14,06595
062174800,INSTITUTO SANTA CLARA DE ASIS,06427
062174900,ESCUELA SAN JOSE,06778
062175000,JARDÍN SANTA TERESITA,06406
062175100,ESCUELA DE EDUCACIÓN PRIMARIA Nº35,06252
062175300,JARDÍN DE INFANTES Nº947,06357
062175400,JARDÍN DE INFANTES Nº926,06252
062175800,JARDÍN DE INFANTES Nº1014,06427
062176100,JARDÍN DE INFANTES Nº924 MARIA MONTESSORI,06515
062176300,ESCUELA DE EDUCACIÓN PRIMARIA Nº46,06392
062176400,INSTITUTO EVANGÉLICO LOS PINARES,06357
062176500,INSTITUTO GABRIELE D`ANNUNZIO,06638
062176800,COLEGIO FEDERAL,06427
062176900,ASOCIACION DE ALTOS ESTUDIOS DEL PILAR,06252
062177000,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2,06420
062177300,COLEGIO SANTA MARTA,06441
062177400,COLEGIO HOGAR BELGRANO,06413
062177600,ESCUELA ARGENTINA DEL FUTURO,06638
062177700,JARDÍN DE INFANTES Nº905,06329
062177800,ESCUELA DE EDUCACIÓN PRIMARIA Nº15,06420
062178100,MARIA AUXILIADORA,06245
062178200,JARDÍN MATERNAL Nº1,06760
062178300,JARDÍN DE INFANTES Nº909,06707
062178500,JARDÍN MATERNAL Y JARDÍN DE INFANTES INGENIERO WHITE,06056
062178600,JARDÍN DE INFANTES N°957,06056
062178700,JARDÍN DE INFANTES N°959,06056
062178800,JARDÍN DE INFANTES N°958,06056
062178900,I. S. DE FORMACION TECNICO DOCENTE ARISTIDES HERNANDEZ,06357
062179300,INSTITUTO BALSEIRO,06568
062179500,JARDÍN DE INFANTES Nº917,06392
062179900,SANTA SOLEDAD TORRES ACOSTA,06515
062180000,JARDÍN DE INFANTES RURAL Nº4,06742
062180200,JARDÍN MATERNAL 16 DE SEPTIEMBRE,06035
062180300,INSTITUTO MUNICIPAL SUPERIOR DE FORMACIÓN TÉCNICA,06035
062180400,MARIA AUXILIADORA,06861
062180500,COLEGIO SANTA FE,06515
062180700,JARDÍN DE INFANTES Nº945,06357
062180800,COLEGIO PRIVADO SAN ROQUE,06126
062180900,COLEGIO MARIA DE LUJAN SIERRA,06441
062181100,COLEGIO NUESTRAS MALVINAS,06260
062181300,JARDÍN DE INFANTES RURAL Nº4,06770
062181400,ESCUELA SECUNDARIA JUANA AZURDUY,06560
062181600,JARDÍN DE INFANTES JESUS MARIA,06274
062181700,INSTITUTO EVANGÉLICO DE LA ASAMBLEA CRISTIANA,06515
062181800,JARDÍN DE INFANTES RURAL Nº5,06119
062181900,JARDÍN DE INFANTES Nº913,06119
062182000,JARDÍN DE INFANTES RURAL Nº4,06630
062182100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06112
062182200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06294
062182300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06351
062182400,COLEGIO PRIMARO NEOZELANDES,06497
062182500,DR. ANGEL GUTIERREZ,06497
062182600,ESCUELA SECUNDARIA LOS TILOS,06497
062182900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06707
062183100,COLEGIO RUBEN DARIO,06371
062183200,INSTITUTO JUAN LUIS VIVES,06868
062183300,INSTITUTO ENRICO FERMI,06658
062183500,COLEGIO DEL ALTO SOL,06658
062183600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 JUANA UZURDUY,06266
062183700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,06623
062183800,INSTITUTO MODELO DEL SUR,06035
062183900,NUESTRA SEÑORA DE LA ASUNCION,06035
062184000,JARDÍN ADVENTISTA DE BARADERO,06070
062184100,COMPLEJO EDUCATIVO ITALO ARGENTINO,06581
062184200,JARDÍN MATERNAL BARQUITO DE PAPEL,06581
062184300,INSTITUTO SUPERIOR SAN PEDRO,06770
062184500,COLEGIO LELOIR,06274
062184600,JOAQUIN V. GONZALEZ,06658
062185000,COLEGIO SAGRADO CORAZON,06315
062185100,JARDÍN DE INFANTES MADRE TERESA,06707
062185700,INSTITUTO DE ENSEÑANZA,06441
062185800,COLEGIO SAN AGUSTIN,06441
062185900,ESCUELA PRIMARIA EUFORION,06441
062186200,JARDÍN DE INFANTES MUNICIPAL Nº13 MUNDO FELIZ,06568
062186300,JARDÍN MATERNAL MUNICIPAL Nº15 MUNDO DE JUGUETES,06568
062186400,ESCUELA FLORENTINO AMEGHINO,06091
062186500,JARDÍN DE INFANTES N°960,06056
062186900,INSTITUTO PRESIDENTE MANUEL QUINTANA,06490
062187200,INSTITUTO PRIVADO LEON GALLARDO,06760
062187300,COLEGIO SAN LUIS GONZAGA,06532
062187400,COLEGIO THOMAS JEFFERSON,06490
062187500,INSTITUTO DR. RENÉ FAVALORO,06515
062187600,VICENTE FRANCISCO SAPERI,06260
062187700,COLEGIO HORIZONTE DE LOBOS,06483
062187800,COLEGIO LOS CEIBOS,06588
062188300,ESCUELA PRIVADA BARTOLOMÉ MITRE,06091
062188400,ESCUELA TERCER MILENIO,06560
062188600,COLEGIO CLUB ESTUDIANTES DE LA PLATA,06441
062188700,TIERRA DEL SUR,06644
062188800,COLEGIO DE EDUCACION PRIVADA BUENOS AIRES,06539
062188900,ESCUELA CANONIGO JOSÉ CARDIJN,06497
062189200,INSTITUTO ALAS ARGENTINAS,06560
062189300,COLEGIO JULIO CORTAZAR,06560
062189500,JARDÍN MATERNAL EL REINO DEL REVES,06791
062189700,JARDÍN DULCE COMPAÑIA,06357
062189800,ESCUELA DE EDUCACION PRIMARIA Nº69,06274
062189900,JARDÍN DE INFANTES RURAL Nº12,06469
062190100,JARDÍN DE INFANTES RURAL Nº3,06763
062190300,JARDÍN DE INFANTES Nº904,06784
062190700,JARDÍN NUESTRA SEÑORA DEL CARMEN,06441
062190800,COLEGIO NUESTRA SEÑORA DE LA MISERICORDIA,06441
062190900,JARDÍN RANELAGH,06091
062191100,NUESTRA SEÑORA DE LOS DOLORES,06490
062191200,ESCUELA SAN SIMON,06441
062191300,COLEGIO NUESTRA SEÑORA DE LUJAN,06819
062191500,COLEGIO DON BOSCO,06515
062191600,COLEGIO SAN JOSE,06638
062191700,JARDÍN DE INFANTES PICHONCITOS,06434
062191800,INSTITUTO JESUS DE NAZARETH,06091
062192000,COLEGIO PERITO MORENO,06357
062192100,JARDÍN MATERNAL LOS PINITOS,06840
062192200,JARDÍN DE INFANTES SANTA CLARA,06805
062192300,JARDÍN DE INFANTES Nº1 SAN AMBROSIO,06658
062192500,ESCUELA MUNICIPAL MALVINAS ARGENTINAS,06756
062192800,APRENDIZAJE CRISTIANO INTEGRAL BUENOS AIRES,06749
062192900,COLEGIO NUEVAS LENGUAS,06595
062193200,COLEGIO NUEVAS LENGUAS,06595
062193300,COLEGIO NUESTRA SEÑORA DE LOURDES,06490
062193400,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6005 - ESCUELA DE POLICÍA JUAN VUCETICH,06091
062193500,JARDÍN MATERNAL MUNICIPAL ARCO IRIS,06686
062193700,INSTITUTO SECUNDARIO OTERO,06490
062193900,AGUSTIN DE HIPONA,06126
062194100,COLEGIO SAN LUCAS H.S.M.,06252
062194200,COLEGIO CAMPO DEL NORTE,06252
062194300,JARDÍN DE INFANTES Y MATERNAL EL ENCUENTRO,06260
062194400,INSTITUTO EDUCATIVO BELEN,06252
062194500,ESCUELA MODELO GRAN BUENOS AIRES,06028
062194600,CENTRO DE ALTOS ESTUDIOS EN ESPECIALIDADES POLICIALES,06441
062194700,COLEGIO CAMPO DEL NORTE,06252
062194800,INSTITUTO EDUCATIVO DEL OESTE,06410
062195000,INSTITUTO DIVINO NIÑO JESUS,06252
062195200,INSTITUTO SANTA ROSA,06490
062195400,NUEVO COLEGIO MONTE GRANDE,06260
062195500,INSTITUTO SECUNDARIO CERVANTES,06028
062195600,PEDRO BONIFACIO PALACIOS ALMAFUERTE,06568
062195700,INSTITUTO JUAN PABLO I,06028
062196000,ESCUELA AMANECER ARGENTINO,06560
062196200,COLEGIO HANS CHRISTIAN ANDERSEN,06805
062196300,COLEGIO CARDENAL PIRONIO,06805
062196400,INSTITUTO PRIVADO SAN ANTONIO,06805
062196500,COLEGIO SANTA JULIA,06805
062196600,COLEGIO TIERRA FERTIL,06252
062196700,JARDÍN DE INFANTES Nº940,06274
062196800,JARDÍN DE INFANTES RURAL Nº4,06042
062197000,COLEGIO SAN JUAN BOSCO,06760
062197100,JARDÍN DE INFANTES RURAL Nº6,06147
062197200,ESCUELA COMUNITARIA AGROTÉCNICA RUCA HUENEY,06497
062197500,JARDÍN DE INFANTES RURAL Nº9,06623
062197600,JARDÍN DE INFANTES RURAL Nº5,06630
062197700,INSTITUTO THOMAS ALVA EDISON,06091
062197800,NUEVA ESCUELA EVANGELICA,06410
062197900,ESCUELA TECNOLOGICA INGENIERO CARLOS E.GIUDICI,06490
062198000,ESC. TÉCNICA DE VIALIDAD PROV. Nº1 C.RUIZ,06441
062198100,CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº29,06505
062198200,INSTITUTO GUILLERMO ENRIQUE HUDSON,06091
062198300,JARDÍN DE INFANTES RURAL Nº4,06301
062198500,JARDÍN DE INFANTES RURAL Nº6,06532
062198700,JARDÍN DE INFANTES Nº925,06515
062199000,JARDÍN DE INFANTES RURAL Nº9,06833
062199200,I.I.S.M.A.,06260
062199300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06364
062199500,ESCUELA DE EDUCACIÓN PRIMARIA Nº22,06364
062199600,BALTASAR ARMANDO IRAMAIN,06441
062199800,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 DOCTOR OSCAR MELILLO,06882
062199900,CENTRO EDUCATIVO DIONISIA,06280
062200700,ESCUELA DE EDUCACIÓN PRIMARIA Nº49,06413
062200800,JARDÍN DE INFANTES Nº916,06420
062200900,SANTA CLARA DE ASIS,06560
062201000,SAN ANTONIO,06441
062201200,INSTITUTO STELLA MARIS,06434
062201300,ESCUELA ITALO-ARGENTINA SAN MAURO,06658
062201400,INSTITUTO CULTURAL DEL ENCUENTRO,06658
062201500,COLEGIO JOSÉ INGENIEROS,06515
062201600,INSTITUTO EDUCATIVO DR. ALEXANDER FLEMING,06658
062201800,INSTITUTO BASES DE JUAN B. ALBERDI,06658
062201900,INSTITUTO EDUCATIVO DAMASO VALDES,06763
062202000,INSTITUTO SAN MIGUEL GARICOITS,06840
062202100,COLEGIO LA MILAGROSA,06490
062202200,COLEGIO DE LAS NACIONES UNIDAS,06357
062202400,COLEGIO HOGAR SAN JOSE,06833
062202500,INSTITUTO JOSÉ HERNANDEZ,06427
062202600,CENTRO EDUCATIVO SANTA CLARA DE ASÍS,06434
062202700,ASUNCION DE LA VIRGEN,06749
062202800,COLEGIO MARIA AUXILIADORA,06357
062202900,COLEGIO PUEBLO EDUCATIVO,06805
062203000,ESCUELA GUSTAVO ADOLFO BECQUER,06427
062203100,COLEGIO JESUS DE NAZARETH,06560
062203200,COLEGIO ALMAFUERTE,06861
062203300,INSTITUTO MARIA AUXILIADORA,06568
062203500,COLEGIO MARIA REINA,06861
062203600,INSTITUTO EMILIANO E. ENCALADA,06861
062203700,ESCUELA MIGUEL DE CERVANTES SAAVEDRA,06638
062203800,BELEN,06490
062204000,JARDÍN DE INFANTES Nº913,06280
062204100,JARDÍN DE INFANTES Nº941,06274
062204200,ESCUELA SOLAR DE HORNEROS,06539
062204400,JARDÍN DE INFANTES Nº924,06126
062204500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06476
062204600,INSTITUTO JESUS MAESTRO,06568
062204700,JARDÍN DE INFANTES Nº927,06763
062204800,INSTITUTO MODELO AYELEN GARIN,06252
062204900,COLEGIO FRANCISCO SAVIO,06252
062205100,JARDÍN DE INFANTES Nº1002,06427
062205200,ESCUELA DE EDUCACIÓN PRIMARIA Nº214,06427
062205300,ESCUELA VIRGEN NIÑA,06469
062205400,DIEGO THOMPSON,06056
062205500,ESCUELA SANTA CATALINA,06560
062205600,PABLO NERUDA,06260
062205700,ESCUELA INCORPORADA MARIANO MORENO,06595
062205800,INSTITUTO DE ENSEÑANZA PRIVADA FRIULI,06274
062205900,INSTITUTO SAN JUAN BAUTISTA,06658
062206000,ESCUELA CRISTIANA EVANGELICA ARGENTINA EN BURZACO,06028
062206100,INSTITUTO MALVINAS ARGENTINAS,06658
062206200,INSTITUTO MODELO DEFENSORES DE GLEW,06028
062206400,ASOCIACION CRISTIANA DE JOVENES - LA MATANZA,06427
062206600,JARDÍN DE INFANTES Nº953,06028
062206700,JARDÍN DE INFANTES Nº925,06791
062206800,NUESTRA SEÑORA DE LUJAN,06357
062206900,JARDÍN DE INFANTES Nº964,06658
062207400,JARDÍN DE INFANTES Nº984,06441
062207500,JARDÍN DE INFANTES Nº916,06826
062207600,JARDÍN DE INFANTES PARROQUIAL JUAN XXIII,06427
062207700,JARDÍN DE INFANTES SAN MATEO,06861
062207800,COLEGIO INTERNACIONAL DEL SUR,06091
062207900,JARDÍN DE INFANTES FAHY,06560
062208000,JARDÍN DE INFANTES DEL BUEN AYRE,06410
062208100,JARDÍN DR. ANGEL GUTIERREZ,06497
062208200,COLEGIO LOS ROBLES NIVEL INICIAL,06638
062208300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,06784
062208400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06532
062208500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 DR. RENÉ FAVALORO,06329
062208600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06728
062208700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06728
062208701,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,06728
062208800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,06623
062208900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06462
062209000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,06049
062209100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 GRAL MANUEL BELGRANO,06154
062209200,INSTITUTO TECNOLOGICO FERROVIARIO RAUL SCALABRINI ORTIZ,06371
062209800,INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº195,06882
062209900,INSTITUTO MANUEL BELGRANO,06274
062210000,COLEGIO DEL SUR,06434
062210100,NUESTRA SEÑORA DEL CARMEN,06560
062210200,INSTITUTO PRIVADO VIRREY DEL PINO,06427
062210300,ESCUELA SUPERIOR DE FORMACION EN SALUD,06441
062210301,EXTENSIÓN I DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06056
062210302,EXTENSIÓN II DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06427
062210303,EXTENSIÓN III DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06441
062210304,EXTENSIÓN IV DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06035
062210305,EXTENSIÓN V DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06274
062210306,EXTENSIÓN VI DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06427
062210307,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012 - EXTENSIÓN VII,06434
062210308,EXTENSIÓN VIII DEL INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA Nº6012,06357
